date,three_month_interbank_rate_AUD,three_month_interbank_rate_CHF,three_month_interbank_rate_EUR,three_month_interbank_rate_GBP,three_month_interbank_rate_JPY,three_month_interbank_rate_USD
2002-04-01,0.045899999999999996,0.0146064661904762,0.0340690476190476,0.0417319,0.001,0.0187
2002-05-01,0.0484,0.011634938999999995,0.034671363636363604,0.041537,0.0008,0.0182
2002-06-01,0.0507,0.0114959405,0.03464,0.0417758,0.000899999999999999,0.0181
2002-07-01,0.049800000000000004,0.0100306152173913,0.0341,0.04060539999999999,0.000899999999999999,0.0179
2002-08-01,0.0496,0.00668342047619048,0.0335190909090909,0.0398654,0.0007000000000000001,0.0173
2002-09-01,0.0492,0.00612999095238095,0.0331014285714286,0.0398872,0.0008,0.0176
2002-10-01,0.049,0.00627853739130435,0.032612608695652204,0.0396401,0.0008,0.0173
2002-11-01,0.0484,0.005924978571428569,0.0312414285714286,0.039714200000000005,0.0008,0.0139
2002-12-01,0.0483,0.0054338995000000005,0.029410500000000003,0.0401777,0.001,0.0134
2003-01-01,0.048,0.00508735476190476,0.028318181818181798,0.0398263,0.001,0.0129
2003-02-01,0.0475,0.0048923735,0.026874500000000003,0.0375425,0.000899999999999999,0.0127
2003-03-01,0.047599999999999996,0.0023319371428571403,0.0252995238095238,0.0365503,0.0008,0.0123
2003-04-01,0.0479,0.001737808999999999,0.0253335,0.0364598,0.0008,0.0124
2003-05-01,0.0478,0.001585084999999999,0.024005238095238093,0.03632519999999999,0.0008,0.012199999999999999
2003-06-01,0.0467,0.0015839464999999988,0.0215185714285714,0.0363966,0.000899999999999999,0.0104
2003-07-01,0.0472,0.0016359952173913,0.0213004347826087,0.0349022,0.000899999999999999,0.0105
2003-08-01,0.0482,0.0015086669999999991,0.021404285714285702,0.0352249,0.000899999999999999,0.0108
2003-09-01,0.049100000000000005,0.00138722590909091,0.021473181818181798,0.036967,0.000899999999999999,0.0108
2003-10-01,0.049699999999999994,0.001291310434782609,0.021435652173912998,0.0380338,0.000899999999999999,0.011000000000000001
2003-11-01,0.053099999999999994,0.0014283224999999992,0.021590500000000002,0.0398043,0.0008,0.0111
2003-12-01,0.0547,0.001368285714285709,0.0214633333333333,0.040186400000000004,0.001,0.011000000000000001
2004-01-01,0.0555,0.001284938999999999,0.0208947619047619,0.0405531,0.000899999999999999,0.0106
2004-02-01,0.0557,0.0014803445000000001,0.020705499999999998,0.041665400000000005,0.000899999999999999,0.0105
2004-03-01,0.055099999999999996,0.0015829404347826078,0.020288260869565197,0.0429673,0.0008,0.0105
2004-04-01,0.0554,0.0018674945,0.020487500000000002,0.043947200000000006,0.0008,0.0108
2004-05-01,0.055099999999999996,0.001823533684210529,0.020858571428571403,0.0452872,0.0008,0.012
2004-06-01,0.054900000000000004,0.0032846404545454487,0.021126818181818205,0.0478974,0.000899999999999999,0.0146
2004-07-01,0.0546,0.004224013636363638,0.0211604545454546,0.0485702,0.000899999999999999,0.015700000000000002
2004-08-01,0.054400000000000004,0.00471912181818182,0.0211427272727273,0.049628399999999996,0.000899999999999999,0.0168
2004-09-01,0.0542,0.005843776818181819,0.021185909090909096,0.049469000000000006,0.000899999999999999,0.018600000000000002
2004-10-01,0.0541,0.00620791047619048,0.021473333333333296,0.0490071,0.000899999999999999,0.0204
2004-11-01,0.054299999999999994,0.00648511,0.021703181818181795,0.0488359,0.000899999999999999,0.0226
2004-12-01,0.0541,0.006493468636363639,0.021731739130434802,0.048710300000000005,0.001,0.0245
2005-01-01,0.0542,0.0065106923809523775,0.0214542857142857,0.04873160000000001,0.001,0.026099999999999998
2005-02-01,0.056299999999999996,0.0067718610000000005,0.0213835,0.0489069,0.001,0.0277
2005-03-01,0.0581,0.0066631623809523775,0.0213719047619048,0.0498736,0.0008,0.0297
2005-04-01,0.0575,0.0067295219047619,0.021372380952381,0.0494336,0.0008,0.030899999999999997
2005-05-01,0.056799999999999996,0.006706621499999998,0.0212563636363636,0.048937499999999995,0.0008,0.0322
2005-06-01,0.056600000000000004,0.00672201227272727,0.0211104545454545,0.0484144,0.000899999999999999,0.0338
2005-07-01,0.0565,0.0066627638095238095,0.021194285714285704,0.0465794,0.000899999999999999,0.035699999999999996
2005-08-01,0.0562,0.00675881090909091,0.021324782608695702,0.045946499999999994,0.000899999999999999,0.0377
2005-09-01,0.0562,0.00674919636363636,0.021391363636363597,0.045968600000000005,0.000899999999999999,0.0387
2005-10-01,0.056299999999999996,0.00722154380952381,0.0219661904761905,0.045870100000000004,0.000899999999999999,0.041299999999999996
2005-11-01,0.056299999999999996,0.008655520909090908,0.0236086363636364,0.0461847,0.000899999999999999,0.0431
2005-12-01,0.056299999999999996,0.009330752,0.024728571428571402,0.046373199999999996,0.001,0.044500000000000005
2006-01-01,0.056299999999999996,0.00924489476190476,0.0251168181818182,0.04603680000000001,0.001035999999999999,0.045599999999999995
2006-02-01,0.056100000000000004,0.009967605000000001,0.026003500000000002,0.045819900000000004,0.0011,0.0472
2006-03-01,0.056100000000000004,0.0111319943478261,0.027226086956521702,0.0458741,0.001255,0.048799999999999996
2006-04-01,0.056900000000000006,0.0117550216666667,0.027937777777777797,0.046296,0.0014000000000000002,0.050300000000000004
2006-05-01,0.0587,0.0130199257142857,0.02889,0.047015,0.0027,0.051500000000000004
2006-06-01,0.0596,0.013727075714285698,0.0298568181818182,0.047349800000000004,0.003499999999999999,0.0535
2006-07-01,0.0605,0.014276952857142899,0.031021904761904803,0.04733219999999999,0.0044,0.0546
2006-08-01,0.061900000000000004,0.015230886363636396,0.0322647826086957,0.0494425,0.004319999999999999,0.0538
2006-09-01,0.0621,0.01643369,0.0333538095238095,0.0502501,0.004359999999999999,0.053399999999999996
2006-10-01,0.06280000000000001,0.0174738009090909,0.035019999999999996,0.0513176,0.00447,0.0533
2006-11-01,0.0637,0.018059617272727296,0.0359718181818182,0.0522544,0.00502,0.053200000000000004
2006-12-01,0.0639,0.019084078235294094,0.036842105263157905,0.0529167,0.0054,0.053200000000000004
2007-01-01,0.0643,0.0205046923809524,0.03751863636363641,0.0548623,0.0054,0.053200000000000004
2007-02-01,0.0637,0.0211132155,0.038182,0.055657,0.0066,0.053099999999999994
2007-03-01,0.0643,0.021598747727272702,0.0389090909090909,0.0554946,0.0066,0.053
2007-04-01,0.06480000000000001,0.022238667368421096,0.0397526315789474,0.0564899,0.006500000000000001,0.053099999999999994
2007-05-01,0.0637,0.0231683825,0.04071363636363641,0.0576742,0.0067,0.053099999999999994
2007-06-01,0.0642,0.0244371828571429,0.04147761904761911,0.0588018,0.007299999999999998,0.0533
2007-07-01,0.0647,0.026117274090909103,0.042161818181818196,0.0602396,0.0077,0.053200000000000004
2007-08-01,0.0675,0.026067207272727298,0.045436086956521696,0.0641946,0.008399999999999998,0.054900000000000004
2007-09-01,0.0694,0.0249345425,0.047417,0.0664694,0.008499999999999999,0.0546
2007-10-01,0.0691,0.024567012608695697,0.04687391304347829,0.06270139999999999,0.008499999999999999,0.0508
2007-11-01,0.07150000000000001,0.022950433181818202,0.0463854545454545,0.06408580000000001,0.0087,0.049699999999999994
2007-12-01,0.0729,0.0234431588235294,0.04848368421052631,0.0635943,0.008599999999999998,0.050199999999999995
2008-01-01,0.0718,0.0228750271428571,0.0448154545454545,0.0565965,0.008499999999999999,0.0384
2008-02-01,0.07690000000000001,0.024174568095238103,0.0436209523809524,0.0564202,0.008499999999999999,0.030600000000000002
2008-03-01,0.079,0.022881289473684202,0.0459636842105263,0.05899290000000001,0.008399999999999998,0.0279
2008-04-01,0.0784,0.0218122622727273,0.047835,0.059188099999999993,0.008399999999999998,0.0285
2008-05-01,0.0775,0.020428156000000003,0.0485738095238095,0.0582639,0.008399999999999998,0.026600000000000002
2008-06-01,0.0781,0.021437270952381,0.04940523809523809,0.0592944,0.008599999999999998,0.0276
2008-07-01,0.0775,0.0220689582608696,0.04961,0.058322000000000006,0.008499999999999999,0.0279
2008-08-01,0.0731,0.021833859,0.04965190476190481,0.0576619,0.008499999999999999,0.0279
2008-09-01,0.0727,0.02124653,0.050191818181818205,0.059106,0.0087,0.0359
2008-10-01,0.0603,0.014107911818181796,0.0511308695652174,0.0613304,0.0089,0.0432
2008-11-01,0.047599999999999996,0.00700317846153846,0.042383,0.0444684,0.0088,0.0236
2008-12-01,0.043899999999999995,0.001075305,0.03292619047619049,0.0317247,0.007399999999999999,0.0177
2009-01-01,0.0374,0.000938756999999998,0.0245652380952381,0.023427600000000003,0.007199999999999999,0.0102
2009-02-01,0.0316,0.0011000294444444391,0.0194305,0.0209038,0.007099999999999999,0.0116
2009-03-01,0.0316,0.001130130476190479,0.0163545454545455,0.0183139,0.006500000000000001,0.010700000000000001
2009-04-01,0.031,0.000902461818181817,0.014223,0.0153413,0.005999999999999998,0.0089
2009-05-01,0.0313,0.0009127805882352941,0.012817,0.0135795,0.005699999999999999,0.005699999999999999
2009-06-01,0.0325,0.0008713052631578951,0.0122790909090909,0.012411700000000001,0.005600000000000001,0.0039000000000000003
2009-07-01,0.031400000000000004,0.0007178456521739119,0.009749565217391308,0.0100113,0.0055000000000000005,0.0034999999999999996
2009-08-01,0.033,0.000738368095238094,0.00860476190476191,0.007736899999999999,0.0054,0.003
2009-09-01,0.0337,0.000734003809523809,0.007720909090909091,0.006056000000000001,0.0054,0.0025
2009-10-01,0.0378,0.0008500333333333331,0.0073750000000000005,0.005708699999999999,0.0053,0.0024
2009-11-01,0.0395,0.001185357857142858,0.007161904761904759,0.0060936,0.0051,0.0021
2009-12-01,0.041299999999999996,0.001156199090909089,0.00712045454545454,0.0060541,0.0046,0.0022
2010-01-01,0.042,0.000903593999999998,0.006797499999999999,0.0061265,0.0045000000000000005,0.002
2010-02-01,0.0416,0.0009874325,0.006617,0.006331,0.0044,0.0019
2010-03-01,0.0433,0.0009577772727272731,0.0064495652173912985,0.0064549,0.004299999999999999,0.0023
2010-04-01,0.0455,0.0008794349999999989,0.0064470000000000005,0.006559199999999999,0.004,0.003
2010-05-01,0.0481,0.0008190975,0.006865238095238099,0.006971300000000001,0.0039000000000000003,0.0045000000000000005
2010-06-01,0.0489,0.0011774075,0.00727590909090909,0.0072838999999999985,0.0038,0.0052
2010-07-01,0.0484,0.0018285119047619,0.00848818181818182,0.007360299999999999,0.003699999999999999,0.0040999999999999995
2010-08-01,0.047400000000000005,0.0020656935,0.008954999999999998,0.0073295999999999995,0.0035999999999999986,0.0032
2010-09-01,0.0482,0.002138120952380949,0.008805,0.007285899999999999,0.0035999999999999986,0.0028000000000000004
2010-10-01,0.0481,0.0024791774999999992,0.00997666666666667,0.007383999999999999,0.0034000000000000002,0.0027
2010-11-01,0.050199999999999995,0.0018600105,0.010420454545454498,0.007390099999999999,0.0034000000000000002,0.0027
2010-12-01,0.050300000000000004,0.001913681111111109,0.0102169565217391,0.0074962,0.0034000000000000002,0.003
2011-01-01,0.0496,0.001508101904761899,0.010172380952380999,0.0076866,0.0034000000000000002,0.0029
2011-02-01,0.0492,0.0013954274999999992,0.0108675,0.0079962,0.0034000000000000002,0.0028000000000000004
2011-03-01,0.0492,0.0015512417391304282,0.0117552173913043,0.008091300000000001,0.0033615,0.0028000000000000004
2011-04-01,0.049,0.00139454111111111,0.0132121052631579,0.008209600000000001,0.003328599999999999,0.0023
2011-05-01,0.05,0.0011944986363636402,0.0142509090909091,0.0082344,0.0033213999999999987,0.0021
2011-06-01,0.0499,0.0010205965,0.014885909090909099,0.0082512,0.0033213999999999987,0.0022
2011-07-01,0.0496,0.000909554761904761,0.015976190476190498,0.008288999999999998,0.0033213999999999987,0.0024
2011-08-01,0.048600000000000004,-0.000675967999999999,0.015520869565217399,0.008578200000000001,0.003285699999999999,0.0029
2011-09-01,0.0481,-0.000610702727272727,0.015364545454545499,0.009181,0.0032929,0.0033
2011-10-01,0.0473,-0.000933598947368421,0.0157585714285714,0.0096991,0.0032929,0.0037
2011-11-01,0.0462,-0.000653186999999999,0.014846818181818202,0.010118199999999999,0.0032929,0.0040999999999999995
2011-12-01,0.0451,0.0008,0.0142609523809524,0.0106148,0.0032929,0.0049
2012-01-01,0.0441,0.000402932857142856,0.0122222727272727,0.0108709,0.0033077000000000002,0.004
2012-02-01,0.0437,0.000178765,0.010482857142857101,0.010724899999999999,0.0033166999999999992,0.003
2012-03-01,0.0444,0.000512992499999999,0.00858454545454546,0.010375700000000002,0.0033166999999999992,0.0029
2012-04-01,0.042,0.00013698833333333302,0.007443157894736842,0.0101792,0.0033166999999999992,0.0029
2012-05-01,0.0366,-0.000154980555555556,0.0068490909090909114,0.010049999999999998,0.0033166999999999992,0.0029
2012-06-01,0.0349,-0.0005731105882352941,0.006588571428571429,0.009497799999999999,0.0033455,0.0032
2012-07-01,0.0355,-0.001733950666666669,0.0049704545454545505,0.0081735,0.0032727,0.003
2012-08-01,0.0362,-0.002072306666666668,0.0033239130434782587,0.007048100000000001,0.0032727,0.0026
2012-09-01,0.0349,-0.00150658058823529,0.002462999999999999,0.006480299999999999,0.0032727,0.0024
2012-10-01,0.0316,-0.0006339775,0.00207913043478261,0.0054397,0.003263599999999999,0.0023
2012-11-01,0.032400000000000005,-0.00144987368421053,0.00192,0.0052451999999999985,0.0031818000000000003,0.0023
2012-12-01,0.0311,-0.0005134299999999991,0.0018547368421052601,0.005184800000000001,0.0030818,0.0024
2013-01-01,0.03,-0.001080856,0.00204909090909091,0.005122799999999999,0.0029181999999999993,0.0023
2013-02-01,0.0294,-0.000634238666666667,0.002233499999999999,0.0050988,0.0026908999999999987,0.0022
2013-03-01,0.0305,-0.000596407368421053,0.0020605000000000003,0.0050688,0.0025,0.0021
2013-04-01,0.0302,-0.000647253333333333,0.002089047619047619,0.005055699999999999,0.002281799999999999,0.002
