date,three_month_interbank_rate_AUD,three_month_interbank_rate_CHF,three_month_interbank_rate_EUR,three_month_interbank_rate_GBP,three_month_interbank_rate_JPY,three_month_interbank_rate_USD
2013-05-01,0.0282,-0.0005881175,0.00201227272727273,0.0050563000000000006,0.002281799999999999,0.002
2013-06-01,0.027999999999999997,-0.000602111052631578,0.002102499999999999,0.0050793999999999995,0.002281799999999999,0.0019
2013-07-01,0.0276,-0.000558058260869565,0.00221434782608696,0.0050944,0.00228,0.0014000000000000002
2013-08-01,0.026000000000000002,-0.0006065045000000001,0.002258636363636359,0.005126199999999998,0.00228,0.0012
2013-09-01,0.0258,-0.000511073157894737,0.00223238095238095,0.0051688,0.00228,0.0011
2013-10-01,0.0258,0.000159292,0.00225826086956522,0.0051663,0.00221,0.0012
2013-11-01,0.0258,-0.00016954055555555602,0.002233809523809519,0.0052344,0.0022,0.0012
2013-12-01,0.026000000000000002,0.00017434916666666598,0.002735,0.005247399999999998,0.0022,0.0014000000000000002
2014-01-01,0.0262,-0.000433243999999999,0.00292045454545455,0.0052093,0.0022,0.0012
2014-02-01,0.0263,-0.00047966750000000004,0.0028810000000000003,0.005215300000000001,0.002119999999999999,0.0013
2014-03-01,0.0265,-0.000400058571428571,0.00305333333333333,0.0052156999999999985,0.002119999999999999,0.0012
2014-04-01,0.0268,-0.000292094,0.0032974999999999988,0.0052664999999999995,0.002119999999999999,0.0012
2014-05-01,0.0269,-0.0003160255,0.003245714285714289,0.005274399999999999,0.002099999999999999,0.0011
2014-06-01,0.027000000000000003,-0.000124409999999999,0.002414285714285709,0.005439399999999999,0.002099999999999999,0.0011
2014-07-01,0.0265,0.000333333333333332,0.002050434782608699,0.0055641,0.002099999999999999,0.0013
2014-08-01,0.0263,0.00037999999999999905,0.0019157142857142901,0.005611899999999999,0.002099999999999999,0.0013
2014-09-01,0.026600000000000002,0.00025,0.0009709090909090911,0.005629100000000001,0.002099999999999999,0.0012
2014-10-01,0.027200000000000002,0.0004,0.000826086956521738,0.005583599999999999,0.00192,0.0012
2014-11-01,0.0275,0.000414285714285713,0.000809,0.0055628,0.0018199999999999991,0.0013
2014-12-01,0.0275,0.00040234375000000003,0.000809047619047619,0.0055818000000000005,0.001789999999999999,0.0015
2015-01-01,0.027000000000000003,-0.00416666666666667,0.0006266666666666671,0.005625999999999999,0.0017299999999999991,0.0016
2015-02-01,0.0236,-0.006750000000000001,0.000482,0.005636299999999999,0.0017100000000000001,0.0015
2015-03-01,0.023,-0.00788842625,0.000271818181818182,0.0056435999999999995,0.0017000000000000001,0.0014000000000000002
2015-04-01,0.0225,-0.00685416666666667,4.7000000000000004e-05,0.005695,0.0017000000000000001,0.0013
2015-05-01,0.0215,-0.0081541675,-0.00010368421052631599,0.0056798000000000005,0.001689999999999999,0.0015
2015-06-01,0.0215,-0.00767575833333333,-0.000139090909090909,0.0057188000000000004,0.001689999999999999,0.0018
2015-07-01,0.021400000000000002,-0.007443055,-0.000187391304347826,0.005808399999999999,0.001689999999999999,0.0019
2015-08-01,0.021400000000000002,-0.0078125,-0.00027666666666666703,0.005867,0.001689999999999999,0.0026
2015-09-01,0.0217,-0.007561761666666669,-0.000370454545454546,0.005857599999999999,0.001689999999999999,0.0027
2015-10-01,0.0215,-0.00845,-0.000535909090909091,0.0058006,0.001689999999999999,0.0025
2015-11-01,0.0222,-0.0068083300000000005,-0.0008761904761904759,0.0057371,0.001689999999999999,0.003
2015-12-01,0.023399999999999997,-0.0074021383333333305,-0.00126318181818182,0.0058277,0.001689999999999999,0.0054
2016-01-01,0.023,-0.00745873,-0.0014615000000000001,0.005897599999999999,0.001689999999999999,0.005699999999999999
2016-02-01,0.022799999999999997,-0.008886363999999999,-0.00183571428571429,0.005907299999999999,0.00098,0.0054
2016-03-01,0.0231,-0.007741670000000001,-0.002285238095238099,0.005882500000000001,0.00098,0.0055000000000000005
2016-04-01,0.0226,-0.007468749999999999,-0.002491904761904759,0.005888999999999998,0.000599999999999999,0.0055000000000000005
2016-05-01,0.02,-0.00765375,-0.002571818181818179,0.005892899999999999,0.000599999999999999,0.005699999999999999
2016-06-01,0.0199,-0.007186449999999999,-0.0026790909090909087,0.005746799999999999,0.0005899999999999989,0.0055000000000000005
2016-07-01,0.019299999999999998,-0.0077,-0.0029452380952380893,0.005135999999999999,0.000579999999999998,0.0062
2016-08-01,0.0176,-0.0075,-0.002982173913043479,0.004061299999999999,0.000579999999999998,0.0073
2016-09-01,0.0173,-0.0075,-0.003016363636363639,0.0037906999999999993,0.000559999999999998,0.0075
2016-10-01,0.0174,-0.0075,-0.00309,0.003975,0.000559999999999998,0.0072
2016-11-01,0.0176,-0.0076,-0.0031268181818181803,0.0039773,0.000559999999999998,0.0070999999999999995
2016-12-01,0.0178,-0.008,-0.00315761904761905,0.003722599999999999,0.000559999999999998,0.0087
2017-01-01,0.0178,-0.009300000000000001,-0.00325545454545455,0.0036209999999999992,0.000559999999999998,0.009000000000000001
2017-02-01,0.0178,-0.00803778166666667,-0.003286,0.0035674,0.000559999999999998,0.0087
2017-03-01,0.0179,-0.00815,-0.003293478260869569,0.003456699999999999,0.000559999999999998,0.0098
2017-04-01,0.0177,-0.007901190999999998,-0.00330388888888889,0.003351299999999999,0.000559999999999998,0.0103
2017-05-01,0.0173,-0.008977082499999999,-0.00329454545454545,0.003108099999999999,0.000559999999999998,0.0105
2017-06-01,0.0172,-0.00775,-0.0033,0.0029441999999999992,0.000559999999999998,0.0116
2017-07-01,0.017,-0.008058333333333329,-0.00330428571428571,0.0029310000000000004,0.000749999999999999,0.012199999999999999
2017-08-01,0.017,-0.00815,-0.0032908695652173903,0.0028119,0.000559999999999998,0.0125
2017-09-01,0.0172,-0.0084525,-0.00329380952380952,0.0030911,0.000559999999999998,0.0125
2017-10-01,0.017,-0.00925185222222222,-0.0032954545454545493,0.0038186999999999987,0.00063,0.0126
2017-11-01,0.0172,-0.009066421666666668,-0.003289999999999999,0.005185699999999999,0.00063,0.0132
2017-12-01,0.0177,-0.008643055555555558,-0.0032789473684210492,0.0051871,0.00063,0.0154
2018-01-01,0.0179,-0.0087154745,-0.00328454545454546,0.005224999999999999,0.00068,0.0163
2018-02-01,0.0177,-0.008715625,-0.003285,0.005468300000000001,0.00068,0.0178
2018-03-01,0.019299999999999998,-0.007952407500000001,-0.0032790476190476194,0.0062841999999999985,0.0009699999999999991,0.0208
2018-04-01,0.0206,-0.0080023515,-0.0032845,0.0075629,0.0009699999999999991,0.022000000000000002
2018-05-01,0.0196,-0.007861774999999998,-0.003252272727272729,0.006435499999999999,0.00078,0.0216
2018-06-01,0.0207,-0.007904771428571428,-0.003220476190476189,0.006386800000000001,0.00078,0.0219
2018-07-01,0.0202,-0.00780435909090909,-0.003207272727272729,0.007461899999999999,0.000909999999999999,0.0217
2018-08-01,0.0196,-0.00777280909090909,-0.00319,0.008051899999999999,0.000909999999999999,0.0219
2018-09-01,0.019299999999999998,-0.007802838888888891,-0.0031885000000000004,0.0080093,0.0005,0.022400000000000003
2018-10-01,0.019299999999999998,-0.00831076428571429,-0.0031769565217391288,0.008061800000000001,0.0005,0.023700000000000002
2018-11-01,0.0194,-0.00815,-0.0031636363636363602,0.008748299999999997,0.0005,0.0256
2018-12-01,0.0202,-0.0077599999999999995,-0.00311894736842105,0.009044400000000001,0.0005,0.0269
2019-01-01,0.0207,-0.008135035555555559,-0.00308,0.0091822,0.000299999999999999,0.0259
2019-02-01,0.0196,-0.007686175714285709,-0.0030845,0.008759799999999998,0.000299999999999999,0.024900000000000002
2019-03-01,0.0183,-0.007565752222222219,-0.00309190476190476,0.008399999999999998,0.0005,0.0248
2019-04-01,0.0168,-0.007475000000000001,-0.0031045,0.008199999999999999,0.0005,0.024700000000000003
2019-05-01,0.0154,-0.007752624999999998,-0.00311863636363636,0.008,0.00049,0.024399999999999998
2019-06-01,0.0129,-0.007805549999999999,-0.0032890000000000003,0.0078000000000000005,0.00049,0.023
2019-07-01,0.0111,-0.008399999999999998,-0.0036486956521739077,0.0077,0.00049,0.0222
2019-08-01,0.0098,-0.008074999999999999,-0.004076818181818179,0.0076,8.9999999999999e-05,0.0206
2019-09-01,0.0098,-0.0079125,-0.0041757142857142895,0.0077,8.9999999999999e-05,0.0203
2019-10-01,0.0088,-0.00756590909090909,-0.0041286956521739086,0.0078000000000000005,8.9999999999999e-05,0.018799999999999997
2019-11-01,0.0091,-0.007056433333333329,-0.004012857142857139,0.0079,0.000179999999999999,0.0177
2019-12-01,0.009000000000000001,-0.007366666666666671,-0.003947,0.0079,0.00021,0.0176
2020-01-01,0.0089,-0.0074875,-0.00391136363636364,0.007399999999999999,0.00021,0.0165
2020-02-01,0.0089,-0.007164475,-0.004088499999999998,0.0075,0.00021,0.0159
2020-03-01,0.0053,-0.006750000000000001,-0.00416636363636364,0.0053,6e-05,0.013500000000000002
2020-04-01,0.0017000000000000001,-0.006245833333333329,-0.0025405,0.006500000000000001,-0.00039,0.0076
2020-05-01,0.001,-0.006633488888888889,-0.0027195,0.0033,-0.00042,0.0017000000000000001
2020-06-01,0.001,-0.006658145,-0.00376,0.0019,-0.00042,0.002
2020-07-01,0.001,-0.006907134782608699,-0.00444130434782609,0.001,-0.00065,0.0018
2020-08-01,0.001,-0.007068071428571429,-0.004797142857142859,0.0007000000000000001,-0.00065,0.0015
2020-09-01,0.0009,-0.007087140909090909,-0.004913636363636358,0.0006,-0.00055,0.0013
2020-10-01,0.0007000000000000001,-0.00698181818181818,-0.00509136363636364,0.0005,-0.00055,0.0012
2020-11-01,0.0002,-0.007299999999999998,-0.005208571428571429,0.0004,-0.00055,0.0016
2020-12-01,0.0002,-0.007427272727272729,-0.00538090909090909,0.0003,-0.00055,0.0017000000000000001
2021-01-01,0.0001,-0.007298379999999998,-0.005471500000000001,0.0003,-0.00055,0.0014000000000000002
2021-02-01,0.0001,-0.007324239999999998,-0.005411,0.0005,-0.00055,0.0011
2021-03-01,0.0003,-0.007299999999999998,-0.005390869565217389,0.0008,-0.00065,0.001
2021-04-01,0.0004,-0.007285415,-0.0053815,0.0009,-0.00065,0.0011
2021-05-01,0.0004,-0.007352210526315789,-0.005400952380952379,0.0008,-0.00065,0.001
2021-06-01,0.0003,-0.00737727272727273,-0.00542909090909091,0.0008,-0.000719999999999999,0.0009
2021-07-01,0.0002,-0.007361363636363641,-0.005448181818181819,0.0008,-0.000719999999999999,0.001
2021-08-01,0.0001,-0.0073818181818181795,-0.00547590909090909,0.0007000000000000001,-0.000719999999999999,0.001
2021-09-01,0.0001,-0.008199999999999999,-0.00545045454545454,0.0007000000000000001,-0.000719999999999999,0.001
2021-10-01,0.0004,-0.00726692380952381,-0.0054980952380952386,0.0016,-0.000719999999999999,0.0011
2021-11-01,0.0004,-0.006939609090909089,-0.005673636363636358,0.0013,-0.000719999999999999,0.0014000000000000002
2021-12-01,0.0006,-0.0071745652173912985,-0.005819565217391301,0.0016,-0.00049,0.0017000000000000001
2022-01-01,0.0007000000000000001,-0.00714190952380952,-0.005601428571428571,0.0053,-0.00049,0.0022
2022-02-01,0.0007000000000000001,-0.006847919999999999,-0.005315000000499999,0.008100000000000001,-0.00049,0.0038
2022-03-01,0.0017000000000000001,-0.006821743478260869,-0.00495434782608696,0.009899999999999999,-0.00049,0.0073
2022-04-01,0.0040999999999999995,-0.006724999999999998,-0.00447894736842105,0.0113,-0.00049,0.0091
2022-05-01,0.01,-0.00685,-0.003857272727272729,0.0131,-0.00049,0.013300000000000001
2022-06-01,0.016,-0.00508571428571429,-0.002392272727272729,0.015700000000000002,5e-05,0.0187
2022-07-01,0.0207,-0.0011,0.000366190476190476,0.0184,-0.00031,0.025
2022-08-01,0.0231,-0.00024545454545454404,0.00394739130434783,0.0223,-0.0002,0.0276
2022-09-01,0.0276,0.001474999999999999,0.010108636363636401,0.0291,-0.00016,0.0321
2022-10-01,0.029500000000000002,0.0052875000000000005,0.014276666666666694,0.0339,-0.00016,0.0385
2022-11-01,0.030600000000000002,0.0054,0.0182522727272727,0.0352,-0.00016,0.0446
2022-12-01,0.0317,0.007363490476190479,0.0206347619047619,0.0378,-0.000149999999999999,0.0451
2023-01-01,0.0332,0.00986904761904762,0.0234486363636364,0.0401,-6e-05,0.0461
2023-02-01,0.0346,0.01,0.026403500000000003,0.0421,1e-05,0.047400000000000005
2023-03-01,0.0364,0.013638226086956496,0.029105652173913102,0.0433,-8e-05,0.049100000000000005
2023-04-01,0.0366,0.014499999999999999,0.03167,0.0452,-1e-05,0.050300000000000004
2023-05-01,0.039,0.014499999999999999,0.033664347826087,0.0473,-0.00018999999999999998,0.051500000000000004
2023-06-01,0.0425,0.0159045454545455,0.035358636363636405,0.0509,-3e-05,0.052199999999999996
2023-07-01,0.043,0.0172,0.036718095238095196,0.054900000000000004,-3e-05,0.0535
2023-08-01,0.0415,0.017672727272727295,0.0378030434782609,0.0553,-3e-05,0.054400000000000004
2023-09-01,0.041299999999999996,0.0177,0.0388004761904762,0.0552,0.00024,0.054900000000000004
2023-10-01,0.0421,0.0177,0.0396763636363636,0.054000000000000006,-0.00012,0.0546
2023-11-01,0.0438,0.0173181818181818,0.0397163636363636,0.0536,0.00024,0.0541
2023-12-01,0.0435,0.016525,0.039330952380952404,0.052199999999999996,0.000519999999999999,0.053200000000000004
2024-01-01,0.0435,0.016852380952381,0.0392527272727273,0.052000000000000005,0.00025,0.0526
2024-02-01,0.0434,0.017,0.0392319047619048,0.0521,0.00027,0.052199999999999996
2024-03-01,0.0435,0.015,0.039223809523809515,0.052000000000000005,0.00109,0.0529
2024-04-01,0.0437,0.015,0.0388636363636364,0.0518,0.00109,0.0533
2024-05-01,0.0436,0.015,0.038136521739130395,0.0516,0.0012900000000000001,0.0533
2024-06-01,0.043899999999999995,0.014269999999999998,0.037245,0.0516,0.0014899999999999991,0.0528
2024-07-01,0.0446,0.0119347826086957,0.0368482608695652,0.0509,0.00166,0.053099999999999994
2024-08-01,0.0438,0.0106647238095238,0.0354759090909091,0.049100000000000005,0.00255,0.0512
2024-09-01,0.044199999999999996,0.010221428571428598,0.0343371428571428,0.0484,0.00256,0.048600000000000004
2024-10-01,0.0441,0.008944926086956519,0.031666086956521705,0.0475,0.00256,0.0462
2024-11-01,0.044199999999999996,0.008065080952380949,0.030067619047619,0.046799999999999994,0.0036199999999999987,0.0453
2024-12-01,0.0444,0.0060075,0.0281609090909091,0.0464,0.00386,0.0446
